Messung;GPS;RMC;Jahr;Monat;Tag;GPS;GGA;Stunde;Minute;Sekunde;Longitude;Latitud;X;XX;Height;XXX;RTCMEZ;Jahr_Gerät;Monat_Gerät;Tag_Gerät;Stunde_Gerät;Minute_Gerät;Sekunde_Gerät;SENSORDATA;Sensor1_T;Sensor1_LF;Sensor2_T;Sensor2_LF;Sensor3_T;Sensor3_LF;Sensor4_T;Sensor4_LF;END;;
944;GPS;RMC;2024;12;12;GPS;GGA;9;42;21;7.43589;46.95602;15;0.7;567.6;49.5;RTCMEZ;2024;12;12;11;42;4;SENSORDATA;1.32;69.32;1.49;70.96;1.13;70.83;1.07;72.27;END;;
945;GPS;RMC;2024;12;12;GPS;GGA;9;42;22;7.4359;46.95603;15;0.7;568;49.5;RTCMEZ;2024;12;12;11;42;5;SENSORDATA;1.32;69.31;1.47;70.94;1.19;70.84;1.08;72.23;END;;
946;GPS;RMC;2024;12;12;GPS;GGA;9;42;24;7.43593;46.95606;15;0.7;568.7;49.5;RTCMEZ;2024;12;12;11;42;6;SENSORDATA;1.35;69.26;1.47;70.93;1.18;70.84;1.07;72.25;END;;
947;GPS;RMC;2024;12;12;GPS;GGA;9;42;25;7.43595;46.95607;15;0.7;568.9;49.5;RTCMEZ;2024;12;12;11;42;7;SENSORDATA;1.32;69.33;1.47;70.95;1.19;70.81;1.09;72.28;END;;
948;GPS;RMC;2024;12;12;GPS;GGA;9;42;26;7.43596;46.95608;15;0.7;569;49.5;RTCMEZ;2024;12;12;11;42;9;SENSORDATA;1.31;69.38;1.46;70.95;1.15;70.8;1.09;72.29;END;;
949;GPS;RMC;2024;12;12;GPS;GGA;9;42;27;7.43597;46.95609;15;0.7;569.1;49.5;RTCMEZ;2024;12;12;11;42;10;SENSORDATA;1.34;69.35;1.49;70.92;1.2;70.86;1.11;72.27;END;;
950;GPS;RMC;2024;12;12;GPS;GGA;9;42;28;7.43599;46.9561;15;0.7;568.9;49.5;RTCMEZ;2024;12;12;11;42;11;SENSORDATA;1.34;69.39;1.5;70.94;1.12;70.83;1.05;72.24;END;;
951;GPS;RMC;2024;12;12;GPS;GGA;9;42;30;7.43603;46.95612;15;0.7;568.6;49.5;RTCMEZ;2024;12;12;11;42;12;SENSORDATA;1.31;69.36;1.5;70.95;1.18;70.84;1.12;72.25;END;;
952;GPS;RMC;2024;12;12;GPS;GGA;9;42;31;7.43604;46.95612;15;0.7;568.5;49.5;RTCMEZ;2024;12;12;11;42;13;SENSORDATA;1.38;69.33;1.5;70.93;1.16;70.83;1.09;72.34;END;;
953;GPS;RMC;2024;12;12;GPS;GGA;9;42;32;7.43606;46.95612;15;0.7;568.5;49.5;RTCMEZ;2024;12;12;11;42;15;SENSORDATA;1.34;69.36;1.49;70.94;1.18;70.87;1.09;72.36;END;;
954;GPS;RMC;2024;12;12;GPS;GGA;9;42;33;7.43607;46.95612;15;0.7;568.5;49.5;RTCMEZ;2024;12;12;11;42;16;SENSORDATA;1.35;69.37;1.49;70.97;1.19;70.89;1.12;72.34;END;;
955;GPS;RMC;2024;12;12;GPS;GGA;9;42;34;7.43609;46.95612;15;0.7;568.6;49.5;RTCMEZ;2024;12;12;11;42;17;SENSORDATA;1.34;69.45;1.5;71.09;1.13;70.94;1.09;72.38;END;;
956;GPS;RMC;2024;12;12;GPS;GGA;9;42;36;7.43613;46.95613;15;0.7;568.5;49.5;RTCMEZ;2024;12;12;11;42;18;SENSORDATA;1.34;69.55;1.46;71.1;1.18;70.98;1.14;72.44;END;;
957;GPS;RMC;2024;12;12;GPS;GGA;9;42;37;7.43616;46.95613;15;0.7;568.5;49.5;RTCMEZ;2024;12;12;11;42;20;SENSORDATA;1.34;69.64;1.49;71.21;1.2;71.04;1.14;72.44;END;;
958;GPS;RMC;2024;12;12;GPS;GGA;9;42;38;7.43618;46.95614;15;0.7;568.4;49.5;RTCMEZ;2024;12;12;11;42;21;SENSORDATA;1.37;69.65;1.54;71.25;1.22;71.11;1.12;72.43;END;;
959;GPS;RMC;2024;12;12;GPS;GGA;9;42;39;7.43619;46.95615;15;0.7;568.3;49.5;RTCMEZ;2024;12;12;11;42;22;SENSORDATA;1.32;69.76;1.46;71.36;1.13;71.12;1.14;72.48;END;;
960;GPS;RMC;2024;12;12;GPS;GGA;9;42;40;7.43621;46.95616;15;0.7;568.3;49.5;RTCMEZ;2024;12;12;11;42;23;SENSORDATA;1.34;69.8;1.51;71.39;1.2;71.07;1.15;72.51;END;;
961;GPS;RMC;2024;12;12;GPS;GGA;9;42;42;7.43624;46.95617;15;0.7;568.4;49.5;RTCMEZ;2024;12;12;11;42;24;SENSORDATA;1.38;69.82;1.46;71.41;1.2;71.13;1.14;72.46;END;;
962;GPS;RMC;2024;12;12;GPS;GGA;9;42;43;7.43625;46.95618;15;0.7;568.1;49.5;RTCMEZ;2024;12;12;11;42;26;SENSORDATA;1.37;69.9;1.51;71.47;1.19;71.1;1.12;72.49;END;;
963;GPS;RMC;2024;12;12;GPS;GGA;9;42;44;7.43627;46.95619;15;0.7;568;49.5;RTCMEZ;2024;12;12;11;42;27;SENSORDATA;1.37;69.85;1.51;71.47;1.19;71.1;1.14;72.5;END;;
964;GPS;RMC;2024;12;12;GPS;GGA;9;42;45;7.43629;46.95619;15;0.7;567.9;49.5;RTCMEZ;2024;12;12;11;42;28;SENSORDATA;1.37;69.94;1.51;71.48;1.22;71.11;1.14;72.51;END;;
965;GPS;RMC;2024;12;12;GPS;GGA;9;42;46;7.4363;46.9562;15;0.7;567.9;49.5;RTCMEZ;2024;12;12;11;42;29;SENSORDATA;1.37;69.9;1.49;71.56;1.23;71.13;1.17;72.49;END;;
966;GPS;RMC;2024;12;12;GPS;GGA;9;42;48;7.43633;46.95621;15;0.7;567.7;49.5;RTCMEZ;2024;12;12;11;42;30;SENSORDATA;1.37;69.95;1.51;71.62;1.22;71.23;1.15;72.52;END;;
967;GPS;RMC;2024;12;12;GPS;GGA;9;42;49;7.43635;46.95622;15;0.7;567.7;49.5;RTCMEZ;2024;12;12;11;42;32;SENSORDATA;1.41;69.91;1.5;71.58;1.23;71.24;1.12;72.53;END;;
968;GPS;RMC;2024;12;12;GPS;GGA;9;42;50;7.43636;46.95623;15;0.7;567.6;49.5;RTCMEZ;2024;12;12;11;42;33;SENSORDATA;1.34;69.98;1.53;71.6;1.26;71.2;1.17;72.54;END;;
969;GPS;RMC;2024;12;12;GPS;GGA;9;42;51;7.43638;46.95624;15;0.7;567.4;49.5;RTCMEZ;2024;12;12;11;42;34;SENSORDATA;1.35;69.9;1.51;71.65;1.22;71.25;1.15;72.52;END;;
970;GPS;RMC;2024;12;12;GPS;GGA;9;42;53;7.43641;46.95625;15;0.7;567.2;49.5;RTCMEZ;2024;12;12;11;42;35;SENSORDATA;1.37;69.88;1.46;71.66;1.22;71.21;1.11;72.5;END;;
971;GPS;RMC;2024;12;12;GPS;GGA;9;42;54;7.43642;46.95626;15;0.7;567;49.5;RTCMEZ;2024;12;12;11;42;36;SENSORDATA;1.31;69.87;1.51;71.65;1.24;71.25;1.18;72.5;END;;
972;GPS;RMC;2024;12;12;GPS;GGA;9;42;55;7.43644;46.95626;15;0.7;566.9;49.5;RTCMEZ;2024;12;12;11;42;38;SENSORDATA;1.35;69.88;1.51;71.7;1.24;71.2;1.18;72.47;END;;
973;GPS;RMC;2024;12;12;GPS;GGA;9;42;56;7.43646;46.95627;15;0.7;566.6;49.5;RTCMEZ;2024;12;12;11;42;39;SENSORDATA;1.34;69.94;1.5;71.72;1.22;71.19;1.17;72.46;END;;
974;GPS;RMC;2024;12;12;GPS;GGA;9;42;57;7.43647;46.95627;15;0.7;566.4;49.5;RTCMEZ;2024;12;12;11;42;40;SENSORDATA;1.38;69.92;1.54;71.76;1.22;71.17;1.15;72.5;END;;
975;GPS;RMC;2024;12;12;GPS;GGA;9;42;59;7.43651;46.95628;15;0.7;566.1;49.5;RTCMEZ;2024;12;12;11;42;41;SENSORDATA;1.35;69.95;1.5;71.73;1.24;71.17;1.14;72.41;END;;
976;GPS;RMC;2024;12;12;GPS;GGA;9;43;0;7.43653;46.95628;15;0.7;566.2;49.5;RTCMEZ;2024;12;12;11;42;43;SENSORDATA;1.41;69.97;1.53;71.76;1.22;71.15;1.14;72.48;END;;
977;GPS;RMC;2024;12;12;GPS;GGA;9;43;1;7.43655;46.95628;15;0.7;566.1;49.5;RTCMEZ;2024;12;12;11;42;44;SENSORDATA;1.35;69.91;1.53;71.74;1.23;71.16;1.18;72.44;END;;
978;GPS;RMC;2024;12;12;GPS;GGA;9;43;2;7.43656;46.95628;15;0.7;566;49.5;RTCMEZ;2024;12;12;11;42;45;SENSORDATA;1.35;69.89;1.54;71.69;1.26;71.15;1.14;72.43;END;;
979;GPS;RMC;2024;12;12;GPS;GGA;9;43;3;7.43657;46.95628;15;0.7;565.7;49.5;RTCMEZ;2024;12;12;11;42;46;SENSORDATA;1.37;69.84;1.53;71.69;1.24;71.17;1.21;72.42;END;;
980;GPS;RMC;2024;12;12;GPS;GGA;9;43;5;7.43661;46.95629;15;0.7;565.7;49.5;RTCMEZ;2024;12;12;11;42;47;SENSORDATA;1.35;69.87;1.53;71.74;1.26;71.2;1.15;72.47;END;;
981;GPS;RMC;2024;12;12;GPS;GGA;9;43;6;7.43662;46.9563;15;0.7;565.6;49.5;RTCMEZ;2024;12;12;11;42;49;SENSORDATA;1.39;69.93;1.54;71.7;1.23;71.16;1.19;72.45;END;;
982;GPS;RMC;2024;12;12;GPS;GGA;9;43;7;7.43664;46.9563;15;0.7;565.6;49.5;RTCMEZ;2024;12;12;11;42;50;SENSORDATA;1.39;69.84;1.51;71.72;1.24;71.24;1.22;72.45;END;;
983;GPS;RMC;2024;12;12;GPS;GGA;9;43;8;7.43665;46.95631;15;0.7;565.6;49.5;RTCMEZ;2024;12;12;11;42;51;SENSORDATA;1.41;69.87;1.57;71.72;1.29;71.27;1.24;72.46;END;;
984;GPS;RMC;2024;12;12;GPS;GGA;9;43;9;7.43666;46.95631;15;0.7;565.6;49.5;RTCMEZ;2024;12;12;11;42;52;SENSORDATA;1.44;69.94;1.51;71.7;1.27;71.18;1.21;72.43;END;;
985;GPS;RMC;2024;12;12;GPS;GGA;9;43;11;7.43669;46.95633;15;0.7;565.4;49.5;RTCMEZ;2024;12;12;11;42;53;SENSORDATA;1.41;69.9;1.58;71.73;1.29;71.18;1.19;72.51;END;;
986;GPS;RMC;2024;12;12;GPS;GGA;9;43;12;7.43671;46.95633;15;0.7;565.4;49.5;RTCMEZ;2024;12;12;11;42;55;SENSORDATA;1.38;69.9;1.53;71.69;1.27;71.23;1.21;72.41;END;;
987;GPS;RMC;2024;12;12;GPS;GGA;9;43;13;7.43672;46.95634;15;0.7;565.2;49.5;RTCMEZ;2024;12;12;11;42;56;SENSORDATA;1.44;69.9;1.6;71.69;1.3;71.24;1.22;72.45;END;;
988;GPS;RMC;2024;12;12;GPS;GGA;9;43;14;7.43674;46.95635;15;0.7;565.1;49.5;RTCMEZ;2024;12;12;11;42;57;SENSORDATA;1.39;69.82;1.55;71.71;1.32;71.24;1.22;72.42;END;;
989;GPS;RMC;2024;12;12;GPS;GGA;9;43;15;7.43676;46.95636;15;0.7;565;49.5;RTCMEZ;2024;12;12;11;42;58;SENSORDATA;1.44;69.9;1.55;71.65;1.3;71.16;1.21;72.44;END;;
990;GPS;RMC;2024;12;12;GPS;GGA;9;43;17;7.43678;46.95637;15;0.7;564.9;49.5;RTCMEZ;2024;12;12;11;43;0;SENSORDATA;1.44;69.87;1.61;71.69;1.26;71.13;1.22;72.39;END;;
991;GPS;RMC;2024;12;12;GPS;GGA;9;43;18;7.4368;46.95638;15;0.7;565;49.5;RTCMEZ;2024;12;12;11;43;1;SENSORDATA;1.45;69.88;1.54;71.65;1.3;71.1;1.24;72.38;END;;
992;GPS;RMC;2024;12;12;GPS;GGA;9;43;19;7.43682;46.95638;15;0.7;565;49.5;RTCMEZ;2024;12;12;11;43;2;SENSORDATA;1.45;69.79;1.53;71.65;1.3;71.11;1.22;72.35;END;;
993;GPS;RMC;2024;12;12;GPS;GGA;9;43;20;7.43683;46.95639;15;0.7;564.9;49.5;RTCMEZ;2024;12;12;11;43;3;SENSORDATA;1.47;69.85;1.57;71.62;1.29;71.06;1.19;72.32;END;;
994;GPS;RMC;2024;12;12;GPS;GGA;9;43;22;7.43686;46.9564;15;0.7;565;49.5;RTCMEZ;2024;12;12;11;43;4;SENSORDATA;1.44;69.77;1.57;71.55;1.27;71.06;1.27;72.31;END;;
995;GPS;RMC;2024;12;12;GPS;GGA;9;43;23;7.43687;46.95641;15;0.7;565.2;49.5;RTCMEZ;2024;12;12;11;43;6;SENSORDATA;1.42;69.8;1.57;71.58;1.36;71.07;1.22;72.28;END;;
996;GPS;RMC;2024;12;12;GPS;GGA;9;43;24;7.43689;46.95642;15;0.7;565.4;49.5;RTCMEZ;2024;12;12;11;43;7;SENSORDATA;1.45;69.79;1.57;71.56;1.33;71.03;1.21;72.3;END;;
997;GPS;RMC;2024;12;12;GPS;GGA;9;43;25;7.4369;46.95642;15;0.7;565.3;49.5;RTCMEZ;2024;12;12;11;43;8;SENSORDATA;1.44;69.79;1.6;71.56;1.32;71.04;1.27;72.34;END;;
998;GPS;RMC;2024;12;12;GPS;GGA;9;43;26;7.43692;46.95643;15;0.7;565.3;49.5;RTCMEZ;2024;12;12;11;43;9;SENSORDATA;1.42;69.69;1.61;71.51;1.34;71.07;1.22;72.31;END;;
999;GPS;RMC;2024;12;12;GPS;GGA;9;43;28;7.43695;46.95644;15;0.7;565.3;49.5;RTCMEZ;2024;12;12;11;43;10;SENSORDATA;1.47;69.84;1.58;71.51;1.32;71.02;1.19;72.31;END;;
1000;GPS;RMC;2024;12;12;GPS;GGA;9;43;29;7.43697;46.95645;15;0.7;565.2;49.5;RTCMEZ;2024;12;12;11;43;12;SENSORDATA;1.48;69.8;1.62;71.47;1.33;71.07;1.24;72.32;END;;
1001;GPS;RMC;2024;12;12;GPS;GGA;9;43;30;7.43699;46.95646;15;0.7;565;49.5;RTCMEZ;2024;12;12;11;43;13;SENSORDATA;1.48;69.69;1.58;71.55;1.32;71.04;1.22;72.35;END;;
1002;GPS;RMC;2024;12;12;GPS;GGA;9;43;31;7.437;46.95646;15;0.7;565;49.5;RTCMEZ;2024;12;12;11;43;14;SENSORDATA;1.45;69.76;1.57;71.49;1.32;70.99;1.25;72.35;END;;
1003;GPS;RMC;2024;12;12;GPS;GGA;9;43;32;7.43702;46.95647;15;0.7;565.1;49.5;RTCMEZ;2024;12;12;11;43;15;SENSORDATA;1.44;69.78;1.6;71.47;1.32;70.96;1.21;72.27;END;;
1004;GPS;RMC;2024;12;12;GPS;GGA;9;43;34;7.43705;46.95648;15;0.7;565;49.5;RTCMEZ;2024;12;12;11;43;16;SENSORDATA;1.48;69.76;1.58;71.47;1.36;70.96;1.25;72.32;END;;
1005;GPS;RMC;2024;12;12;GPS;GGA;9;43;35;7.43707;46.95649;15;0.7;565;49.5;RTCMEZ;2024;12;12;11;43;18;SENSORDATA;1.41;69.77;1.61;71.45;1.27;70.88;1.24;72.3;END;;
1006;GPS;RMC;2024;12;12;GPS;GGA;9;43;36;7.43709;46.9565;15;0.7;564.8;49.5;RTCMEZ;2024;12;12;11;43;19;SENSORDATA;1.44;69.75;1.58;71.44;1.27;70.94;1.18;72.27;END;;
1007;GPS;RMC;2024;12;12;GPS;GGA;9;43;37;7.4371;46.9565;15;0.7;564.7;49.5;RTCMEZ;2024;12;12;11;43;20;SENSORDATA;1.42;69.77;1.6;71.36;1.3;70.94;1.22;72.33;END;;
1008;GPS;RMC;2024;12;12;GPS;GGA;9;43;38;7.43712;46.95651;15;0.7;564.7;49.5;RTCMEZ;2024;12;12;11;43;21;SENSORDATA;1.45;69.76;1.65;71.47;1.33;70.95;1.22;72.28;END;;
1009;GPS;RMC;2024;12;12;GPS;GGA;9;43;40;7.43715;46.95652;15;0.7;564.6;49.5;RTCMEZ;2024;12;12;11;43;23;SENSORDATA;1.45;69.75;1.6;71.45;1.33;70.93;1.24;72.27;END;;
1010;GPS;RMC;2024;12;12;GPS;GGA;9;43;41;7.43717;46.95653;15;0.7;564.7;49.5;RTCMEZ;2024;12;12;11;43;24;SENSORDATA;1.47;69.82;1.57;71.37;1.27;70.87;1.25;72.21;END;;
1011;GPS;RMC;2024;12;12;GPS;GGA;9;43;42;7.43719;46.95653;15;0.7;564.6;49.5;RTCMEZ;2024;12;12;11;43;25;SENSORDATA;1.47;69.73;1.6;71.46;1.36;70.9;1.22;72.23;END;;
1012;GPS;RMC;2024;12;12;GPS;GGA;9;43;43;7.4372;46.95654;15;0.7;564.5;49.5;RTCMEZ;2024;12;12;11;43;26;SENSORDATA;1.44;69.75;1.64;71.45;1.32;70.89;1.24;72.23;END;;
1013;GPS;RMC;2024;12;12;GPS;GGA;9;43;44;7.43723;46.95655;15;0.7;564.3;49.5;RTCMEZ;2024;12;12;11;43;27;SENSORDATA;1.44;69.68;1.6;71.35;1.34;70.84;1.25;72.19;END;;
1014;GPS;RMC;2024;12;12;GPS;GGA;9;43;46;7.43726;46.95656;15;0.7;564.1;49.5;RTCMEZ;2024;12;12;11;43;29;SENSORDATA;1.47;69.65;1.6;71.34;1.32;70.81;1.24;72.18;END;;
1015;GPS;RMC;2024;12;12;GPS;GGA;9;43;47;7.43727;46.95656;15;0.7;564;49.5;RTCMEZ;2024;12;12;11;43;30;SENSORDATA;1.49;69.65;1.6;71.36;1.36;70.82;1.25;72.18;END;;
1016;GPS;RMC;2024;12;12;GPS;GGA;9;43;48;7.43729;46.95657;15;0.7;563.9;49.5;RTCMEZ;2024;12;12;11;43;31;SENSORDATA;1.47;69.64;1.62;71.38;1.34;70.82;1.27;72.19;END;;
1017;GPS;RMC;2024;12;12;GPS;GGA;9;43;49;7.43731;46.95658;15;0.7;563.8;49.5;RTCMEZ;2024;12;12;11;43;32;SENSORDATA;1.44;69.61;1.6;71.35;1.34;70.83;1.28;72.21;END;;
1018;GPS;RMC;2024;12;12;GPS;GGA;9;43;51;7.43733;46.95659;15;0.7;563.6;49.5;RTCMEZ;2024;12;12;11;43;33;SENSORDATA;1.45;69.61;1.6;71.32;1.33;70.82;1.27;72.19;END;;
1019;GPS;RMC;2024;12;12;GPS;GGA;9;43;52;7.43735;46.95659;15;0.7;563.5;49.5;RTCMEZ;2024;12;12;11;43;35;SENSORDATA;1.48;69.6;1.62;71.28;1.37;70.85;1.24;72.22;END;;
1020;GPS;RMC;2024;12;12;GPS;GGA;9;43;53;7.43737;46.9566;15;0.7;563.5;49.5;RTCMEZ;2024;12;12;11;43;36;SENSORDATA;1.52;69.66;1.64;71.36;1.32;70.77;1.25;72.15;END;;
1021;GPS;RMC;2024;12;12;GPS;GGA;9;43;54;7.43738;46.9566;15;0.7;563.5;49.5;RTCMEZ;2024;12;12;11;43;37;SENSORDATA;1.47;69.6;1.58;71.33;1.36;70.84;1.27;72.1;END;;
1022;GPS;RMC;2024;12;12;GPS;GGA;9;43;55;7.4374;46.95661;15;0.7;563.3;49.5;RTCMEZ;2024;12;12;11;43;38;SENSORDATA;1.44;69.66;1.62;71.35;1.37;70.81;1.28;72.03;END;;
1023;GPS;RMC;2024;12;12;GPS;GGA;9;43;57;7.43742;46.95662;15;0.7;563.1;49.5;RTCMEZ;2024;12;12;11;43;40;SENSORDATA;1.51;69.65;1.6;71.36;1.36;70.74;1.31;72.03;END;;
1024;GPS;RMC;2024;12;12;GPS;GGA;9;43;58;7.43743;46.95663;15;0.7;563;49.5;RTCMEZ;2024;12;12;11;43;41;SENSORDATA;1.47;69.63;1.62;71.34;1.36;70.81;1.28;72.04;END;;
1025;GPS;RMC;2024;12;12;GPS;GGA;9;43;59;7.43745;46.95663;15;0.7;562.9;49.5;RTCMEZ;2024;12;12;11;43;42;SENSORDATA;1.49;69.66;1.62;71.32;1.36;70.75;1.27;72.06;END;;
1026;GPS;RMC;2024;12;12;GPS;GGA;9;44;0;7.43746;46.95664;15;0.7;562.9;49.5;RTCMEZ;2024;12;12;11;43;43;SENSORDATA;1.52;69.62;1.6;71.33;1.39;70.8;1.32;71.98;END;;
1027;GPS;RMC;2024;12;12;GPS;GGA;9;44;1;7.43747;46.95665;15;0.7;562.9;49.5;RTCMEZ;2024;12;12;11;43;44;SENSORDATA;1.51;69.56;1.65;71.29;1.4;70.79;1.27;71.98;END;;
1028;GPS;RMC;2024;12;12;GPS;GGA;9;44;3;7.4375;46.95666;15;0.7;562.9;49.5;RTCMEZ;2024;12;12;11;43;46;SENSORDATA;1.54;69.55;1.65;71.27;1.4;70.74;1.35;72.01;END;;
1029;GPS;RMC;2024;12;12;GPS;GGA;9;44;4;7.43751;46.95667;15;0.7;562.9;49.5;RTCMEZ;2024;12;12;11;43;47;SENSORDATA;1.49;69.5;1.64;71.22;1.4;70.77;1.31;71.97;END;;
1030;GPS;RMC;2024;12;12;GPS;GGA;9;44;5;7.43752;46.95668;15;0.7;562.9;49.5;RTCMEZ;2024;12;12;11;43;48;SENSORDATA;1.54;69.56;1.68;71.26;1.4;70.72;1.31;71.97;END;;
1031;GPS;RMC;2024;12;12;GPS;GGA;9;44;6;7.43754;46.95668;15;0.7;562.8;49.5;RTCMEZ;2024;12;12;11;43;49;SENSORDATA;1.51;69.46;1.62;71.2;1.4;70.75;1.31;71.94;END;;
1032;GPS;RMC;2024;12;12;GPS;GGA;9;44;8;7.43754;46.95668;15;0.7;562.7;49.5;RTCMEZ;2024;12;12;11;43;50;SENSORDATA;1.51;69.48;1.62;71.2;1.4;70.69;1.31;71.93;END;;
1033;GPS;RMC;2024;12;12;GPS;GGA;9;44;9;7.43754;46.95668;15;0.7;562.6;49.5;RTCMEZ;2024;12;12;11;43;52;SENSORDATA;1.49;69.4;1.65;71.11;1.4;70.72;1.35;71.89;END;;
1034;GPS;RMC;2024;12;12;GPS;GGA;9;44;10;7.43754;46.95668;15;0.7;562.6;49.5;RTCMEZ;2024;12;12;11;43;53;SENSORDATA;1.52;69.38;1.61;71.07;1.43;70.59;1.31;71.84;END;;
1035;GPS;RMC;2024;12;12;GPS;GGA;9;44;11;7.43754;46.95668;15;0.7;562.6;49.5;RTCMEZ;2024;12;12;11;43;54;SENSORDATA;1.52;69.33;1.62;71.07;1.37;70.55;1.35;71.87;END;;
1036;GPS;RMC;2024;12;12;GPS;GGA;9;44;12;7.43754;46.95668;15;0.7;562.5;49.5;RTCMEZ;2024;12;12;11;43;55;SENSORDATA;1.55;69.34;1.62;71.04;1.43;70.51;1.29;71.8;END;;
1037;GPS;RMC;2024;12;12;GPS;GGA;9;44;14;7.43754;46.95668;15;0.7;562.4;49.5;RTCMEZ;2024;12;12;11;43;57;SENSORDATA;1.54;69.26;1.65;71.03;1.4;70.49;1.32;71.74;END;;
1038;GPS;RMC;2024;12;12;GPS;GGA;9;44;15;7.43754;46.95668;15;0.7;562.4;49.5;RTCMEZ;2024;12;12;11;43;58;SENSORDATA;1.49;69.19;1.62;71.01;1.39;70.44;1.32;71.66;END;;
1039;GPS;RMC;2024;12;12;GPS;GGA;9;44;16;7.43754;46.95668;15;0.7;562.3;49.5;RTCMEZ;2024;12;12;11;43;59;SENSORDATA;1.51;69.21;1.64;71.03;1.4;70.42;1.28;71.69;END;;
1040;GPS;RMC;2024;12;12;GPS;GGA;9;44;17;7.43754;46.95668;15;0.7;562.3;49.5;RTCMEZ;2024;12;12;11;44;0;SENSORDATA;1.52;69.17;1.67;70.96;1.39;70.38;1.29;71.66;END;;
1041;GPS;RMC;2024;12;12;GPS;GGA;9;44;18;7.43754;46.95668;15;0.7;562.3;49.5;RTCMEZ;2024;12;12;11;44;1;SENSORDATA;1.52;69.15;1.61;70.98;1.41;70.31;1.31;71.66;END;;
1042;GPS;RMC;2024;12;12;GPS;GGA;9;44;20;7.43754;46.95668;15;0.7;562.2;49.5;RTCMEZ;2024;12;12;11;44;3;SENSORDATA;1.51;69.12;1.65;70.91;1.41;70.36;1.34;71.64;END;;
1043;GPS;RMC;2024;12;12;GPS;GGA;9;44;21;7.43754;46.95668;15;0.7;562.2;49.5;RTCMEZ;2024;12;12;11;44;4;SENSORDATA;1.51;69.12;1.62;70.92;1.39;70.3;1.35;71.58;END;;
1044;GPS;RMC;2024;12;12;GPS;GGA;9;44;22;7.43754;46.95668;15;0.7;562.1;49.5;RTCMEZ;2024;12;12;11;44;5;SENSORDATA;1.49;69.15;1.67;70.82;1.46;70.29;1.29;71.63;END;;
1045;GPS;RMC;2024;12;12;GPS;GGA;9;44;23;7.43754;46.95668;15;0.7;562;49.5;RTCMEZ;2024;12;12;11;44;6;SENSORDATA;1.49;69.03;1.62;70.84;1.4;70.26;1.34;71.57;END;;
1046;GPS;RMC;2024;12;12;GPS;GGA;9;44;24;7.43754;46.95668;15;0.7;562;49.5;RTCMEZ;2024;12;12;11;44;7;SENSORDATA;1.51;69.1;1.64;70.79;1.43;70.21;1.32;71.51;END;;
1047;GPS;RMC;2024;12;12;GPS;GGA;9;44;26;7.43754;46.95668;15;0.7;561.9;49.5;RTCMEZ;2024;12;12;11;44;9;SENSORDATA;1.55;69.09;1.65;70.73;1.41;70.2;1.29;71.53;END;;
1048;GPS;RMC;2024;12;12;GPS;GGA;9;44;27;7.43754;46.95668;15;0.7;561.9;49.5;RTCMEZ;2024;12;12;11;44;10;SENSORDATA;1.52;69.06;1.64;70.65;1.4;70.17;1.31;71.54;END;;
1049;GPS;RMC;2024;12;12;GPS;GGA;9;44;28;7.43755;46.95668;15;0.7;561.9;49.5;RTCMEZ;2024;12;12;11;44;11;SENSORDATA;1.55;69.04;1.64;70.69;1.41;70.11;1.25;71.5;END;;
1050;GPS;RMC;2024;12;12;GPS;GGA;9;44;29;7.43755;46.95668;15;0.7;561.8;49.5;RTCMEZ;2024;12;12;11;44;12;SENSORDATA;1.52;68.97;1.65;70.66;1.41;70.15;1.27;71.46;END;;
1051;GPS;RMC;2024;12;12;GPS;GGA;9;44;31;7.43755;46.95668;15;0.7;561.7;49.5;RTCMEZ;2024;12;12;11;44;14;SENSORDATA;1.51;69.04;1.62;70.65;1.41;70.14;1.34;71.53;END;;
1052;GPS;RMC;2024;12;12;GPS;GGA;9;44;32;7.43755;46.95668;15;0.7;561.7;49.5;RTCMEZ;2024;12;12;11;44;15;SENSORDATA;1.49;68.99;1.67;70.62;1.44;70.16;1.35;71.49;END;;
1053;GPS;RMC;2024;12;12;GPS;GGA;9;44;33;7.43755;46.95668;15;0.7;561.7;49.5;RTCMEZ;2024;12;12;11;44;16;SENSORDATA;1.57;69.02;1.62;70.62;1.43;70.08;1.34;71.53;END;;
1054;GPS;RMC;2024;12;12;GPS;GGA;9;44;34;7.43755;46.95668;15;0.7;561.7;49.5;RTCMEZ;2024;12;12;11;44;17;SENSORDATA;1.54;69.04;1.65;70.64;1.43;70.17;1.35;71.52;END;;
1055;GPS;RMC;2024;12;12;GPS;GGA;9;44;35;7.43755;46.95668;15;0.7;561.7;49.5;RTCMEZ;2024;12;12;11;44;18;SENSORDATA;1.51;69.07;1.64;70.64;1.44;70.12;1.31;71.52;END;;
1056;GPS;RMC;2024;12;12;GPS;GGA;9;44;37;7.43755;46.95668;15;0.7;561.6;49.5;RTCMEZ;2024;12;12;11;44;20;SENSORDATA;1.49;69.07;1.65;70.62;1.39;70.1;1.36;71.51;END;;
1057;GPS;RMC;2024;12;12;GPS;GGA;9;44;38;7.43755;46.95668;15;0.7;561.6;49.5;RTCMEZ;2024;12;12;11;44;21;SENSORDATA;1.54;69.06;1.65;70.69;1.46;70.16;1.34;71.57;END;;
