Messung;Jahr;Monat;Tag;Longitude;Latitude;Height;Stunde;Minute;Sekunde;Sensor1_T;Sensor1_LF;Sensor2_T;Sensor2_LF;Sensor3_T;Sensor3_LF;Sensor4_T;Sensor4_LF;Time;Distanz_Nachbarpunkt;Distanz_Runsum;Height_GIS1;LCZ
1098;2024;12;12;7.43236;46.95686;578.1;10;59;25;1.47;69.58;1.71;70.87;1.33;70.82;1.28;72.26;35965;0.761079566;1114.591597;557.2399902;1
1099;2024;12;12;7.43235;46.95686;578;10;59;27;1.48;69.64;1.64;70.88;1.36;70.82;1.27;72.27;35967;0.761079566;1115.352677;557.289978;1
1100;2024;12;12;7.43234;46.95685;577.7;10;59;28;1.51;69.66;1.68;70.87;1.33;70.8;1.31;72.31;35968;1.347160875;1116.699838;557.2600098;1
1101;2024;12;12;7.43232;46.95684;577.5;10;59;29;1.45;69.64;1.68;70.96;1.36;70.85;1.28;72.27;35969;1.884826231;1118.584664;557.2299805;1
1102;2024;12;12;7.4323;46.95683;577.2;10;59;30;1.48;69.61;1.71;70.96;1.43;70.83;1.27;72.25;35970;1.88482646;1120.469491;557.2600098;1
1103;2024;12;12;7.43229;46.95682;577;10;59;31;1.49;69.65;1.71;70.92;1.39;70.78;1.28;72.25;35971;1.34716111;1121.816652;557.2000122;1
1104;2024;12;12;7.43228;46.95681;577;10;59;33;1.45;69.65;1.72;70.97;1.32;70.75;1.31;72.22;35973;1.347161189;1123.163813;557.1900024;1
1105;2024;12;12;7.43226;46.95681;577.1;10;59;34;1.48;69.67;1.68;70.91;1.39;70.77;1.27;72.14;35974;1.52216055;1124.685973;557.25;1
1106;2024;12;12;7.43224;46.95679;576.7;10;59;35;1.49;69.63;1.72;70.9;1.37;70.82;1.29;72.13;35975;2.694322612;1127.380296;557.1699829;1
1107;2024;12;12;7.43223;46.95679;576.4;10;59;36;1.44;69.56;1.67;70.88;1.36;70.7;1.31;72.17;35976;0.761080559;1128.141377;557.1900024;1
1108;2024;12;12;7.43222;46.95678;576.2;10;59;38;1.51;69.58;1.68;70.85;1.39;70.76;1.31;72.16;35978;1.347161424;1129.488538;557.1699829;1
1109;2024;12;12;7.43221;46.95677;576.1;10;59;39;1.45;69.55;1.7;70.84;1.32;70.7;1.25;72.12;35979;1.347161503;1130.8357;557.1699829;1
1110;2024;12;12;7.4322;46.95676;576;10;59;40;1.48;69.52;1.7;70.82;1.36;70.64;1.29;72.09;35980;1.347161582;1132.182861;557.1699829;1
1111;2024;12;12;7.43217;46.95674;575.7;10;59;41;1.51;69.51;1.74;70.84;1.37;70.71;1.28;72.12;35981;3.186785366;1135.369647;557.1799927;1
1112;2024;12;12;7.43216;46.95673;575.7;10;59;42;1.47;69.47;1.68;70.8;1.39;70.68;1.27;72.11;35982;1.347161817;1136.716808;557.1900024;1
1113;2024;12;12;7.43215;46.95672;575.7;10;59;44;1.51;69.49;1.71;70.79;1.37;70.67;1.24;72.07;35984;1.347161896;1138.06397;557.1900024;1
1114;2024;12;12;7.43213;46.95671;575.8;10;59;45;1.48;69.44;1.74;70.83;1.37;70.64;1.25;72.09;35985;1.884829193;1139.948799;557.1799927;1
1115;2024;12;12;7.43211;46.9567;576;10;59;46;1.45;69.38;1.72;70.74;1.4;70.63;1.24;72.06;35986;1.884829422;1141.833629;557.1599731;1
1116;2024;12;12;7.43208;46.95668;575.9;10;59;47;1.51;69.42;1.74;70.72;1.4;70.56;1.25;72.04;35987;3.186787179;1145.020416;557.210022;1
1117;2024;12;12;7.43206;46.95667;575.9;10;59;48;1.45;69.4;1.72;70.73;1.36;70.54;1.31;72.03;35988;1.884830105;1146.905246;557.2199707;1
1118;2024;12;12;7.43204;46.95666;576;10;59;50;1.47;69.39;1.72;70.69;1.37;70.48;1.29;72.01;35990;1.884830333;1148.790076;557.210022;1
1119;2024;12;12;7.43203;46.95666;576.1;10;59;51;1.45;69.34;1.68;70.7;1.41;70.52;1.34;71.96;35991;0.761082402;1149.551159;557.2199707;1
1120;2024;12;12;7.43201;46.95665;576.1;10;59;52;1.45;69.31;1.71;70.67;1.36;70.51;1.22;72.02;35992;1.884830561;1151.435989;557.2000122;1
1121;2024;12;12;7.43199;46.95663;575.8;10;59;53;1.51;69.36;1.68;70.64;1.34;70.49;1.28;72.02;35993;2.694325127;1154.130315;557.1900024;1
1122;2024;12;12;7.43198;46.95662;575.8;10;59;55;1.49;69.29;1.72;70.67;1.34;70.52;1.29;72.03;35995;1.34716268;1155.477477;557.2000122;1
1123;2024;12;12;7.43197;46.95662;575.6;10;59;56;1.47;69.26;1.7;70.66;1.39;70.49;1.24;72.01;35996;0.761082969;1156.23856;557.1799927;1
1124;2024;12;12;7.43195;46.9566;575.5;10;59;57;1.44;69.19;1.7;70.6;1.36;70.47;1.25;71.95;35997;2.694325596;1158.932886;557.0999756;1
1125;2024;12;12;7.43192;46.95658;575.4;10;59;58;1.47;69.26;1.71;70.56;1.36;70.41;1.25;72;35998;3.186790199;1162.119676;557.0700073;1
1126;2024;12;12;7.43191;46.95657;575.4;10;59;59;1.44;69.23;1.71;70.5;1.34;70.43;1.29;71.96;35999;1.347163073;1163.466839;557.0599976;1
1127;2024;12;12;7.4319;46.95656;575.4;11;0;1;1.48;69.26;1.68;70.58;1.36;70.42;1.27;71.91;36001;1.34716315;1164.814002;557.0300293;1
1128;2024;12;12;7.43189;46.95655;575.2;11;0;2;1.47;69.18;1.75;70.54;1.37;70.43;1.28;71.93;36002;1.34716323;1166.161165;557.0800171;1
1129;2024;12;12;7.43187;46.95655;575.2;11;0;3;1.47;69.26;1.67;70.53;1.36;70.41;1.28;71.91;36003;1.522167923;1167.683333;557.0900269;1
1130;2024;12;12;7.43184;46.95653;574.9;11;0;4;1.48;69.23;1.67;70.48;1.36;70.38;1.27;71.95;36004;3.186791709;1170.870125;557.039978;1
1131;2024;12;12;7.43183;46.95652;574.9;11;0;5;1.42;69.16;1.72;70.5;1.33;70.4;1.28;71.93;36005;1.347163466;1172.217289;557.0499878;1
1132;2024;12;12;7.43182;46.95651;574.7;11;0;7;1.48;69.2;1.65;70.52;1.36;70.33;1.25;71.92;36007;1.347163543;1173.564452;557.0300293;1
1133;2024;12;12;7.4318;46.95651;574.6;11;0;8;1.47;69.18;1.71;70.59;1.33;70.44;1.21;71.93;36008;1.522169057;1175.086621;557.0700073;1
1134;2024;12;12;7.43179;46.9565;574.5;11;0;9;1.42;69.19;1.7;70.53;1.36;70.43;1.28;71.93;36009;1.347163623;1176.433785;557.0100098;1
1135;2024;12;12;7.43177;46.95649;574;11;0;10;1.45;69.28;1.74;70.55;1.34;70.37;1.25;71.92;36010;1.884834207;1178.318619;557.0100098;1
1136;2024;12;12;7.43176;46.95648;573.8;11;0;12;1.45;69.23;1.74;70.56;1.3;70.37;1.31;71.94;36012;1.347163779;1179.665783;557.0100098;1
1137;2024;12;12;7.43175;46.95648;573.8;11;0;13;1.48;69.28;1.7;70.56;1.32;70.37;1.27;71.88;36013;0.761084954;1180.426868;557.0100098;1
1138;2024;12;12;7.43173;46.95647;573.6;11;0;14;1.48;69.23;1.74;70.5;1.34;70.39;1.28;71.87;36014;1.884834661;1182.311702;556.9699707;1
1139;2024;12;12;7.43172;46.95647;573.5;11;0;15;1.45;69.26;1.67;70.55;1.37;70.44;1.24;71.94;36015;0.761085096;1183.072787;557.0100098;1
1140;2024;12;12;7.4317;46.95645;573;11;0;16;1.47;69.25;1.68;70.53;1.34;70.42;1.29;71.92;36016;2.694327951;1185.767115;556.9699707;1
1141;2024;12;12;7.43168;46.95644;572.8;11;0;18;1.48;69.3;1.72;70.5;1.32;70.44;1.25;71.92;36018;1.884835345;1187.651951;556.9699707;1
1142;2024;12;12;7.43167;46.95644;572.5;11;0;19;1.47;69.24;1.7;70.55;1.36;70.47;1.27;71.95;36019;0.761085521;1188.413036;556.960022;1
1143;2024;12;12;7.43166;46.95643;572.3;11;0;20;1.38;69.26;1.68;70.57;1.33;70.45;1.27;71.96;36020;1.347164172;1189.7602;556.9400024;1
1144;2024;12;12;7.43163;46.95641;572.2;11;0;21;1.45;69.36;1.74;70.61;1.32;70.47;1.22;71.92;36021;3.186795335;1192.946996;556.9299927;1
1145;2024;12;12;7.43162;46.9564;572;11;0;22;1.45;69.38;1.71;70.65;1.34;70.51;1.24;71.97;36022;1.347164407;1194.29416;556.8900146;1
1146;2024;12;12;7.4316;46.9564;572;11;0;24;1.45;69.44;1.71;70.66;1.32;70.5;1.25;71.99;36024;1.522172177;1195.816332;556.9000244;1
1147;2024;12;12;7.43159;46.95639;571.9;11;0;25;1.48;69.45;1.72;70.73;1.34;70.56;1.22;71.95;36025;1.347164486;1197.163497;556.9000244;1
1148;2024;12;12;7.43157;46.95638;572.2;11;0;26;1.44;69.47;1.68;70.75;1.3;70.58;1.24;71.97;36026;1.884836713;1199.048334;556.8900146;1
1149;2024;12;12;7.43154;46.95637;572.3;11;0;27;1.45;69.44;1.7;70.73;1.32;70.54;1.28;71.97;36027;2.539463164;1201.587797;556.9099731;1
1150;2024;12;12;7.43153;46.95636;572.3;11;0;29;1.44;69.57;1.71;70.76;1.33;70.53;1.24;71.93;36029;1.347164721;1202.934961;556.8800049;1
1151;2024;12;12;7.43152;46.95635;572.4;11;0;30;1.42;69.54;1.72;70.75;1.27;70.49;1.25;71.93;36030;1.347164799;1204.282126;556.8699951;1
1152;2024;12;12;7.43151;46.95635;572.5;11;0;31;1.41;69.55;1.71;70.77;1.34;70.53;1.24;71.93;36031;0.761086797;1205.043213;556.8699951;1
1153;2024;12;12;7.43149;46.95635;572.4;11;0;32;1.38;69.5;1.71;70.7;1.34;70.53;1.24;71.94;36032;1.522173595;1206.565387;556.9000244;1
1154;2024;12;12;7.43146;46.95633;572.7;11;0;33;1.44;69.55;1.67;70.77;1.34;70.48;1.21;71.87;36033;3.18679775;1209.752184;556.8699951;1
1155;2024;12;12;7.43144;46.95633;572.8;11;0;35;1.42;69.5;1.68;70.77;1.32;70.5;1.22;71.9;36035;1.522174162;1211.274359;556.8800049;1
1156;2024;12;12;7.43142;46.95632;572.5;11;0;36;1.39;69.46;1.65;70.76;1.32;70.48;1.28;71.92;36036;1.884838082;1213.159197;556.7700195;1
1157;2024;12;12;7.43141;46.95631;572.2;11;0;37;1.44;69.51;1.7;70.79;1.3;70.45;1.21;71.9;36037;1.347165113;1214.506362;556.8300171;1
1158;2024;12;12;7.43139;46.9563;571.9;11;0;38;1.44;69.51;1.68;70.75;1.29;70.45;1.22;71.96;36038;1.884838537;1216.3912;556.7999878;1
1159;2024;12;12;7.43137;46.95629;571.8;11;0;39;1.45;69.49;1.65;70.74;1.34;70.49;1.21;71.94;36039;1.884838763;1218.276039;556.8400269;1
1160;2024;12;12;7.43136;46.95628;571.9;11;0;41;1.38;69.37;1.64;70.67;1.32;70.44;1.19;71.91;36041;1.34716535;1219.623204;556.8400269;1
1161;2024;12;12;7.43135;46.95628;571.6;11;0;42;1.39;69.41;1.74;70.69;1.29;70.51;1.18;71.93;36042;0.76108779;1220.384292;556.8200073;1
1162;2024;12;12;7.43133;46.95627;571.2;11;0;43;1.41;69.42;1.64;70.7;1.29;70.45;1.19;71.96;36043;1.884839219;1222.269131;556.8300171;1
1163;2024;12;12;7.43132;46.95626;570.9;11;0;44;1.42;69.49;1.7;70.69;1.29;70.44;1.21;71.94;36044;1.347165506;1223.616297;556.8200073;1
1164;2024;12;12;7.4313;46.95625;570.8;11;0;46;1.42;69.46;1.65;70.66;1.27;70.49;1.22;71.94;36046;1.884839676;1225.501137;556.7999878;1
1165;2024;12;12;7.43129;46.95624;571.1;11;0;47;1.38;69.36;1.67;70.61;1.26;70.43;1.18;71.97;36047;1.347165663;1226.848302;556.789978;1
1166;2024;12;12;7.43127;46.95623;571.3;11;0;48;1.37;69.43;1.68;70.69;1.26;70.5;1.21;71.97;36048;1.884840132;1228.733142;556.7800293;1
1167;2024;12;12;7.43126;46.95622;571.4;11;0;49;1.39;69.41;1.7;70.66;1.29;70.48;1.19;71.93;36049;1.347165819;1230.080308;556.7600098;1
1168;2024;12;12;7.43123;46.95621;570.9;11;0;50;1.41;69.37;1.68;70.63;1.26;70.52;1.18;71.99;36050;2.53946927;1232.619777;556.7800293;1
1169;2024;12;12;7.43122;46.9562;570.8;11;0;52;1.41;69.44;1.7;70.6;1.27;70.52;1.17;72.04;36052;1.347165977;1233.966943;556.7299805;1
1170;2024;12;12;7.43121;46.95619;570.7;11;0;53;1.41;69.49;1.64;70.58;1.26;70.53;1.17;72.03;36053;1.347166056;1235.314109;556.710022;1
1171;2024;12;12;7.4312;46.95619;570.3;11;0;54;1.45;69.44;1.67;70.64;1.3;70.58;1.21;72.07;36054;0.761089066;1236.075199;556.710022;1
1172;2024;12;12;7.43119;46.95618;569.9;11;0;55;1.41;69.41;1.68;70.61;1.26;70.54;1.18;72.04;36055;1.347166134;1237.422365;556.710022;1
1173;2024;12;12;7.43117;46.95617;569.4;11;0;56;1.44;69.45;1.67;70.59;1.26;70.49;1.19;71.99;36056;1.884841499;1239.307206;556.7000122;1
1174;2024;12;12;7.43116;46.95616;568.9;11;0;58;1.41;69.43;1.7;70.58;1.26;70.59;1.15;72.03;36058;1.347166292;1240.654372;556.6199951;1
1175;2024;12;12;7.43115;46.95616;568.5;11;0;59;1.39;69.36;1.67;70.57;1.27;70.56;1.18;72.06;36059;0.761089491;1241.415462;556.6500244;1
1176;2024;12;12;7.43114;46.95615;568.3;11;1;0;1.41;69.45;1.65;70.59;1.23;70.51;1.14;72.09;36060;1.347166369;1242.762628;556.5800171;1
1177;2024;12;12;7.43112;46.95614;567.9;11;1;1;1.37;69.39;1.64;70.6;1.23;70.52;1.17;72.07;36061;1.884842181;1244.647471;556.5700073;1
1178;2024;12;12;7.43109;46.95613;568;11;1;3;1.38;69.38;1.64;70.55;1.26;70.54;1.14;72.03;36063;2.539472322;1247.186943;556.5800171;1
1179;2024;12;12;7.43108;46.95612;568.2;11;1;4;1.39;69.41;1.67;70.54;1.26;70.55;1.19;72.1;36064;1.347166606;1248.534109;556.5300293;1
1180;2024;12;12;7.43107;46.95612;568.2;11;1;5;1.38;69.44;1.62;70.5;1.27;70.59;1.14;72.09;36065;0.761090058;1249.2952;556.5100098;1
1181;2024;12;12;7.43106;46.95611;568;11;1;6;1.39;69.4;1.64;70.56;1.24;70.55;1.18;72.05;36066;1.347166683;1250.642366;556.4899902;1
1182;2024;12;12;7.43103;46.9561;568.3;11;1;7;1.39;69.4;1.67;70.54;1.27;70.56;1.12;72.06;36067;2.539473467;1253.18184;556.5;1
1183;2024;12;12;7.43102;46.95609;568.5;11;1;9;1.38;69.34;1.62;70.54;1.26;70.54;1.09;72.08;36069;1.34716684;1254.529007;556.5499878;1
1184;2024;12;12;7.431;46.95608;568.7;11;1;10;1.35;69.4;1.67;70.53;1.24;70.54;1.12;72.11;36070;1.884843549;1256.41385;556.5;1
1185;2024;12;12;7.43098;46.95607;568.9;11;1;11;1.35;69.39;1.68;70.53;1.23;70.57;1.17;72.05;36071;1.884843777;1258.298694;556.5499878;1
1186;2024;12;12;7.43096;46.95606;569.1;11;1;12;1.35;69.36;1.64;70.52;1.24;70.59;1.08;72.12;36072;1.884844004;1260.183538;556.5;1
1187;2024;12;12;7.43093;46.95604;568.8;11;1;13;1.38;69.35;1.68;70.52;1.19;70.54;1.15;72.09;36073;3.18680651;1263.370344;556.5300293;1
1188;2024;12;12;7.43092;46.95604;568.5;11;1;15;1.39;69.37;1.64;70.53;1.24;70.53;1.15;72.09;36075;0.761091193;1264.131436;556.4400024;1
1189;2024;12;12;7.4309;46.95602;568.2;11;1;16;1.38;69.39;1.64;70.51;1.2;70.56;1.11;72.1;36076;2.694334703;1266.82577;556.4699707;1
1190;2024;12;12;7.43088;46.95601;568;11;1;17;1.38;69.4;1.65;70.56;1.23;70.55;1.11;72.13;36077;1.884845144;1268.710615;556.460022;1
1191;2024;12;12;7.43087;46.956;567.6;11;1;18;1.3;69.37;1.64;70.48;1.23;70.57;1.14;72.15;36078;1.347167547;1270.057783;556.4699707;1
1192;2024;12;12;7.43084;46.95598;567.2;11;1;20;1.37;69.41;1.61;70.48;1.2;70.64;1.11;72.11;36080;3.186808322;1273.244591;556.4500122;1
1193;2024;12;12;7.43082;46.95597;567;11;1;21;1.38;69.38;1.65;70.52;1.23;70.64;1.14;72.18;36081;1.884846056;1275.129437;556.4400024;1
1194;2024;12;12;7.4308;46.95596;567.1;11;1;22;1.37;69.37;1.6;70.55;1.22;70.68;1.14;72.2;36082;1.884846283;1277.014284;556.4799805;1
1195;2024;12;12;7.43079;46.95595;566.8;11;1;23;1.37;69.48;1.61;70.56;1.22;70.65;1.17;72.2;36083;1.34716794;1278.361452;556.4899902;1
1196;2024;12;12;7.43076;46.95594;566.9;11;1;24;1.35;69.4;1.62;70.61;1.23;70.68;1.12;72.16;36084;2.539479573;1280.900931;556.4799805;1
1197;2024;12;12;7.43074;46.95592;566.4;11;1;26;1.31;69.49;1.57;70.65;1.26;70.68;1.11;72.21;36086;2.694336272;1283.595267;556.4899902;1
1198;2024;12;12;7.43073;46.95591;566.3;11;1;27;1.37;69.49;1.61;70.65;1.23;70.67;1.15;72.2;36087;1.347168253;1284.942436;556.4799805;1
1199;2024;12;12;7.43072;46.9559;566.3;11;1;28;1.35;69.47;1.64;70.68;1.23;70.61;1.14;72.27;36088;1.347168332;1286.289604;556.460022;1
1200;2024;12;12;7.4307;46.95589;566.2;11;1;29;1.38;69.54;1.64;70.69;1.22;70.71;1.17;72.35;36089;1.884847879;1288.174452;556.4699707;1
1201;2024;12;12;7.43068;46.95587;566.2;11;1;30;1.38;69.54;1.62;70.67;1.22;70.8;1.11;72.32;36090;2.694337055;1290.868789;556.4099731;1
1202;2024;12;12;7.43067;46.95585;566;11;1;32;1.35;69.59;1.61;70.7;1.22;70.8;1.09;72.38;36092;2.349821866;1293.218611;556.4099731;1
1203;2024;12;12;7.43066;46.95584;566;11;1;33;1.34;69.6;1.6;70.7;1.23;70.83;1.11;72.41;36093;1.347168803;1294.56578;556.4199829;1
1204;2024;12;12;7.43065;46.95583;566;11;1;34;1.35;69.63;1.65;70.79;1.24;70.89;1.12;72.47;36094;1.347168881;1295.912948;556.4400024;1
1205;2024;12;12;7.43064;46.95583;566.1;11;1;35;1.37;69.73;1.64;70.84;1.19;70.89;1.14;72.53;36095;0.76109417;1296.674043;556.3900146;1
1206;2024;12;12;7.43064;46.95583;566.2;11;1;37;1.32;69.7;1.64;70.84;1.22;70.95;1.15;72.52;36097;0;1296.674043;556.3900146;1
1207;2024;12;12;7.43063;46.95582;565.9;11;1;38;1.38;69.77;1.65;70.94;1.18;70.91;1.08;72.54;36098;1.347168959;1298.021212;556.3800049;1
1208;2024;12;12;7.43062;46.95581;565.6;11;1;39;1.31;69.8;1.62;70.89;1.19;70.98;1.17;72.59;36099;1.347169039;1299.368381;556.3900146;1
1209;2024;12;12;7.4306;46.95581;565.1;11;1;40;1.37;69.84;1.64;70.96;1.22;70.99;1.17;72.54;36100;1.522188907;1300.89057;556.3499756;1
1210;2024;12;12;7.43059;46.95579;565;11;1;41;1.39;69.84;1.64;70.93;1.23;70.96;1.17;72.5;36101;2.349822119;1303.240392;556.3599854;1
1211;2024;12;12;7.43057;46.95577;564.5;11;1;43;1.37;69.84;1.6;70.97;1.24;70.99;1.15;72.57;36103;2.694338626;1305.93473;556.3400269;1
1212;2024;12;12;7.43056;46.95576;564.2;11;1;44;1.35;69.88;1.61;70.97;1.19;70.99;1.14;72.52;36104;1.347169432;1307.2819;556.3200073;1
1213;2024;12;12;7.43055;46.95575;563.8;11;1;45;1.32;69.85;1.62;70.98;1.23;71.03;1.14;72.48;36105;1.347169509;1308.629069;556.2999878;1
1214;2024;12;12;7.43054;46.95574;563.4;11;1;46;1.37;69.85;1.6;70.93;1.23;71;1.14;72.46;36106;1.347169588;1309.976239;556.2700195;1
1215;2024;12;12;7.43053;46.95572;563;11;1;47;1.34;69.81;1.58;70.97;1.23;70.97;1.14;72.34;36107;2.349822416;1312.326061;556.2700195;1
1216;2024;12;12;7.43052;46.9557;562.3;11;1;49;1.38;69.82;1.54;70.87;1.24;70.96;1.12;72.45;36109;2.349822499;1314.675884;556.2299805;1
1217;2024;12;12;7.43051;46.95569;562.2;11;1;50;1.31;69.71;1.6;70.9;1.19;70.93;1.14;72.41;36110;1.347169981;1316.023054;556.2399902;1
1218;2024;12;12;7.4305;46.95568;562;11;1;51;1.31;69.7;1.64;70.88;1.22;70.93;1.15;72.42;36111;1.34717006;1317.370224;556.2399902;1
1219;2024;12;12;7.43049;46.95566;561.9;11;1;52;1.32;69.73;1.55;70.86;1.27;70.99;1.17;72.46;36112;2.349822668;1319.720046;556.2000122;1
1220;2024;12;12;7.43047;46.95564;561.9;11;1;54;1.35;69.77;1.64;70.91;1.24;70.95;1.15;72.44;36114;2.694340666;1322.414387;556.1500244;1
1221;2024;12;12;7.43046;46.95563;561.7;11;1;55;1.34;69.72;1.6;70.95;1.22;70.98;1.15;72.48;36115;1.347170452;1323.761558;556.210022;1
1222;2024;12;12;7.43045;46.95562;561.4;11;1;56;1.35;69.81;1.57;70.92;1.22;71.05;1.12;72.45;36116;1.347170529;1325.108728;556.2399902;1
1223;2024;12;12;7.43044;46.9556;561.2;11;1;57;1.32;69.81;1.6;71;1.24;71.02;1.17;72.54;36117;2.349822923;1327.458551;556.2199707;1
1224;2024;12;12;7.43043;46.9556;561.4;11;1;58;1.31;69.82;1.58;71.04;1.23;71.02;1.18;72.44;36118;0.761097431;1328.219648;556.1900024;1
1225;2024;12;12;7.43042;46.95559;561.7;11;2;0;1.37;69.83;1.61;71.03;1.2;71.07;1.18;72.51;36120;1.347170766;1329.566819;556.1599731;1
1226;2024;12;12;7.43042;46.95559;561.8;11;2;1;1.38;69.89;1.6;71.03;1.23;71.05;1.12;72.48;36121;0;1329.566819;556.1599731;1
1227;2024;12;12;7.43041;46.95559;561.9;11;2;2;1.32;69.92;1.6;71.08;1.26;71.06;1.18;72.6;36122;0.761097573;1330.327917;556.1500244;1
1228;2024;12;12;7.43041;46.95559;562.1;11;2;3;1.34;69.89;1.67;71.11;1.2;71.07;1.12;72.54;36123;0;1330.327917;556.1500244;1
1229;2024;12;12;7.4304;46.95558;562.2;11;2;4;1.39;69.94;1.6;71.16;1.24;71.13;1.08;72.51;36124;1.347170844;1331.675088;556.1699829;1
1230;2024;12;12;7.43038;46.95558;563.6;11;2;6;1.32;69.99;1.62;71.15;1.27;71.16;1.12;72.51;36126;1.522195429;1333.197283;556.1599731;1
1231;2024;12;12;7.43036;46.95557;564.5;11;2;7;1.32;69.97;1.61;71.08;1.2;71.09;1.11;72.44;36127;1.884855169;1335.082138;556.1699829;1
1232;2024;12;12;7.43034;46.95555;565.2;11;2;8;1.32;69.9;1.53;71.09;1.26;71.06;1.12;72.4;36128;2.69434208;1337.77648;556.1699829;1
1233;2024;12;12;7.43032;46.95554;566.4;11;2;9;1.3;69.84;1.57;71.01;1.27;71.02;1.12;72.35;36129;1.884855853;1339.661336;556.2000122;1
1234;2024;12;12;7.43028;46.95552;566;11;2;11;1.34;69.85;1.6;71.05;1.24;70.96;1.09;72.34;36131;3.769712391;1343.431049;556.1699829;1
1235;2024;12;12;7.43026;46.9555;567.7;11;2;12;1.32;69.81;1.58;71.02;1.23;70.93;1.11;72.27;36132;2.694342865;1346.125391;556.2399902;1
1236;2024;12;12;7.43024;46.95549;568.1;11;2;13;1.3;69.79;1.57;70.9;1.29;70.92;1.15;72.29;36133;1.884856993;1348.010248;556.1900024;1
1237;2024;12;12;7.43022;46.95548;568.5;11;2;14;1.34;69.75;1.6;70.87;1.2;70.83;1.09;72.18;36134;1.884857221;1349.895106;556.1199951;1
1238;2024;12;12;7.43021;46.95547;568.8;11;2;15;1.32;69.71;1.6;70.82;1.19;70.77;1.12;72.22;36135;1.347171707;1351.242277;556.0999756;1
1239;2024;12;12;7.4302;46.95547;569.3;11;2;17;1.3;69.68;1.57;70.78;1.19;70.76;1.05;72.19;36137;0.761099274;1352.003377;556.0700073;1
1240;2024;12;12;7.43019;46.95546;569.5;11;2;18;1.34;69.64;1.57;70.83;1.19;70.78;1.11;72.18;36138;1.347171786;1353.350548;556.0499878;1
1241;2024;12;12;7.43018;46.95546;570.1;11;2;19;1.31;69.67;1.57;70.81;1.19;70.73;1.07;72.18;36139;0.761099416;1354.111648;556.0200195;1
1242;2024;12;12;7.43017;46.95545;570.3;11;2;20;1.32;69.69;1.57;70.85;1.22;70.8;1.11;72.16;36140;1.347171865;1355.45882;556;1
1243;2024;12;12;7.43016;46.95544;570.5;11;2;21;1.3;69.69;1.57;70.83;1.24;70.84;1.14;72.22;36141;1.347171941;1356.805992;555.9799805;1
1244;2024;12;12;7.43014;46.95542;570.8;11;2;23;1.31;69.72;1.57;70.87;1.22;70.88;1.14;72.29;36143;2.694344123;1359.500336;555.9699707;1
1245;2024;12;12;7.43012;46.9554;570.8;11;2;24;1.3;69.77;1.6;70.93;1.19;70.98;1.12;72.23;36144;2.694344434;1362.19468;555.9299927;1
1246;2024;12;12;7.43011;46.95539;570.8;11;2;25;1.31;69.84;1.53;70.94;1.22;71.09;1.11;72.33;36145;1.347172335;1363.541852;555.8800049;1
1247;2024;12;12;7.4301;46.95538;570.6;11;2;26;1.32;69.9;1.58;71.04;1.26;71.11;1.14;72.3;36146;1.347172415;1364.889025;555.8900146;1
1248;2024;12;12;7.43009;46.95537;570.3;11;2;28;1.31;69.94;1.54;71.04;1.19;71.13;1.12;72.37;36148;1.347172491;1366.236197;556.0200195;1
1249;2024;12;12;7.43007;46.95535;570.1;11;2;29;1.3;69.99;1.61;71.1;1.23;71.15;1.17;72.51;36149;2.69434522;1368.930543;555.9699707;1
1250;2024;12;12;7.43006;46.95534;570;11;2;30;1.34;69.99;1.58;71.15;1.24;71.19;1.15;72.47;36150;1.347172728;1370.277715;556.0100098;1
1251;2024;12;12;7.43005;46.95532;569.8;11;2;31;1.35;70.08;1.54;71.17;1.24;71.28;1.14;72.55;36151;2.349824105;1372.627539;555.9400024;1
1252;2024;12;12;7.43004;46.95531;569.4;11;2;32;1.35;70.16;1.54;71.26;1.24;71.3;1.17;72.71;36152;1.347172963;1373.974712;555.9199829;1
1253;2024;12;12;7.43003;46.9553;568;11;2;34;1.35;70.23;1.61;71.35;1.27;71.35;1.15;72.71;36154;1.347173041;1375.321885;555.9199829;1
1254;2024;12;12;7.43002;46.95528;568.2;11;2;35;1.32;70.25;1.61;71.46;1.32;71.45;1.17;72.79;36155;2.349824273;1377.67171;555.9000244;1
1255;2024;12;12;7.43001;46.95527;567.8;11;2;36;1.35;70.32;1.61;71.46;1.27;71.43;1.14;72.86;36156;1.347173278;1379.018883;555.9699707;1
1256;2024;12;12;7.43;46.95526;567.3;11;2;37;1.34;70.45;1.58;71.52;1.27;71.43;1.18;72.83;36157;1.347173356;1380.366056;555.9400024;1
1257;2024;12;12;7.42999;46.95525;567.3;11;2;38;1.3;70.42;1.57;71.61;1.23;71.52;1.12;72.9;36158;1.347173435;1381.71323;555.9099731;1
1258;2024;12;12;7.42997;46.95523;567.3;11;2;40;1.37;70.47;1.61;71.62;1.24;71.46;1.19;72.86;36160;2.694347103;1384.407577;555.9099731;1
1259;2024;12;12;7.42996;46.95522;567.2;11;2;41;1.35;70.42;1.65;71.62;1.24;71.48;1.15;72.88;36161;1.34717367;1385.754751;555.8400269;1
1260;2024;12;12;7.42995;46.95522;567.2;11;2;42;1.32;70.43;1.57;71.64;1.26;71.46;1.14;72.8;36162;0.761102819;1386.515853;555.9000244;1
